reference,reference_sha,path,decision,reason,base_blob,reference_blob,candidate_blob
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_lifecycle_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,29a3244f0739b3c6035c481f03bd912b6ef4d89d,,29a3244f0739b3c6035c481f03bd912b6ef4d89d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_model_facts_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,87ee049e52737bda13a03b18b58673bb608e3435,,87ee049e52737bda13a03b18b58673bb608e3435
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_options_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,fca73359858c878cbd416b0252b09bd2944186bf,,fca73359858c878cbd416b0252b09bd2944186bf
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_runtime_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,5501cfce903f5f6de74a745d9d65d56ec5a7af96,,5501cfce903f5f6de74a745d9d65d56ec5a7af96
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_ssh_runner_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c27540ae55c78b31c577a1a5778c2a4fa9aae0dd,,c27540ae55c78b31c577a1a5778c2a4fa9aae0dd
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tests/unit_pcie_host_tensor_test.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,b1760b13434a1d2bd920accd20f08deed340530e,,b1760b13434a1d2bd920accd20f08deed340530e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,0224263190a4e474309eceed2738710b58890bc6,,0224263190a4e474309eceed2738710b58890bc6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_image_boxdecode.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,16f925684c43b083f00c9bf703ede1e7eeb4da13,,16f925684c43b083f00c9bf703ede1e7eeb4da13
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_image_boxdecode.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,17ec16da0e8cb3920770039d5c23af37b19b28ba,,17ec16da0e8cb3920770039d5c23af37b19b28ba
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_image_mode.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,a1c3abb32934c8672b149fa3136f4f92a7eaec4a,,a1c3abb32934c8672b149fa3136f4f92a7eaec4a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_image_mode.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,dd71d1e8d6b36509124ccfc9e070e4dc3175b312,,dd71d1e8d6b36509124ccfc9e070e4dc3175b312
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_tensor_mode.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c62f9fce4b6820579e801399120b7ae94f5bf33a,,c62f9fce4b6820579e801399120b7ae94f5bf33a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/024_run_your_first_model_over_pcie/run_tensor_mode.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,13804e0ac64151e267cd95e0e89a16b3ea50c0ac,,13804e0ac64151e267cd95e0e89a16b3ea50c0ac
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/025_run_pcie_inference_async/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,cd6205c2ab39e280351e68d5efd6dfbaf0dd10d8,,cd6205c2ab39e280351e68d5efd6dfbaf0dd10d8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/025_run_pcie_inference_async/run_pcie_inference_async.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,3ba9df71a2e717ff849711a130a47f201033d8f8,,3ba9df71a2e717ff849711a130a47f201033d8f8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/025_run_pcie_inference_async/run_pcie_inference_async.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,bd7446e42db29236a41c3618634292948b8bffa6,,bd7446e42db29236a41c3618634292948b8bffa6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/026_run_multiple_models/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,0bddcee4d049d3c3ba517b305a081aa582b87df1,,0bddcee4d049d3c3ba517b305a081aa582b87df1
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/026_run_multiple_models/run_multiple_models.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,8def3520fe6800037e16309ec0ebbae9b6c3457c,,8def3520fe6800037e16309ec0ebbae9b6c3457c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/026_run_multiple_models/run_multiple_models.py,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,3b405bdd9834ec81a615dc31ea303e9e333348e7,,3b405bdd9834ec81a615dc31ea303e9e333348e7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/CMakeLists.txt,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,334b47aa20f887580cb4692bf05ce8050394f17e,,334b47aa20f887580cb4692bf05ce8050394f17e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c4710b829b89f2856b037f33ed0e7711f2162eae,,c4710b829b89f2856b037f33ed0e7711f2162eae
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/assets/README.md,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,b10502fdbd29d807eb53bcf82707b4992b313d51,,b10502fdbd29d807eb53bcf82707b4992b313d51
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/assets/labrador.jpg,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,c1487ff578ef63d2d074aa42d6831311342687bc,,c1487ff578ef63d2d074aa42d6831311342687bc
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/assets/street-scene.png,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,a1bc4fa91175a7ccc5a458a4c6da599796f6ee31,,a1bc4fa91175a7ccc5a458a4c6da599796f6ee31
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,pcie_host/tutorials/build.sh,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,484fb98ff8e2c46c6021430ea9e5448a27151b30,,484fb98ff8e2c46c6021430ea9e5448a27151b30
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,python/src/module.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",45996e1fe89b084d0a2400ad3cc27cc0eba9679f,3a245875e046f4624c6bb20b698192d96d1b894f,45996e1fe89b084d0a2400ad3cc27cc0eba9679f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,python/tests/test_api_surface.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",9558ee5f812a2a4f3cf0c7496a4a75848406a676,4d948ba97e388627972d82796d64b49673243ebf,9558ee5f812a2a4f3cf0c7496a4a75848406a676
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,python/tests/test_pass_completion.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",d78c36f6e2a875dace24208552a74010a0ee9be9,13b3da6c6cf5518a60c435842e0488b9bc9ee289,d78c36f6e2a875dace24208552a74010a0ee9be9
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,python/tests/test_phase4_nodes.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",b9dad8183d6ea6a5ec0f902413bb8720887869d6,433d5994bf47cbf18a1e845ed75e3896b107161c,b9dad8183d6ea6a5ec0f902413bb8720887869d6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/cleanup_queue.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",533267af88876dd503cca5de284fdeedb816fb51,,533267af88876dd503cca5de284fdeedb816fb51
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/collect_artifacts.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",1b17114b03600cb65d32d4e312862d757151d0ac,,1b17114b03600cb65d32d4e312862d757151d0ac
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/common.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",c9589d1323837463d3285b3ff7c973f8341965b5,,c9589d1323837463d3285b3ff7c973f8341965b5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/extract_extras.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",7abd930d35bddc96ef9712d2042b7610c4b5afd0,,7abd930d35bddc96ef9712d2042b7610c4b5afd0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/install_card_runtime.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",7729f4a17d0f7dcdab39e697cf217b488baf3382,,7729f4a17d0f7dcdab39e697cf217b488baf3382
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/install_host_package.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",aaabf8f1b8e78720a0e52b2b027ecdc5a154d9eb,,aaabf8f1b8e78720a0e52b2b027ecdc5a154d9eb
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/install_host_test_deps.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",319f4521cf188bced32e678020bae0eab7e4784c,,319f4521cf188bced32e678020bae0eab7e4784c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/preflight.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",0477bd0f7a5c6cc448bc19cb91ec5da3a159ca9a,,0477bd0f7a5c6cc448bc19cb91ec5da3a159ca9a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/resolve_assets.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",8213a11c6f238ca0027eb8649244e09444bae3a4,,8213a11c6f238ca0027eb8649244e09444bae3a4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/run_ctest.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",0a29ed5ae2b38bc6e1bed8412a9bae3778d75d59,,0a29ed5ae2b38bc6e1bed8412a9bae3778d75d59
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/run_pytest.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",8c1979abcc087ad938306f20ac6838b068686621,,8c1979abcc087ad938306f20ac6838b068686621
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/pciehost/verify_card_runtime.sh,superseded,"Keep consolidated documentation/tooling; older workflow is comparison evidence, not a runtime dependency.",b7a675b859b92347ea54b4ab828e361d2e238995,,b7a675b859b92347ea54b4ab828e361d2e238995
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,scripts/ci/run_evo_a65_dmabuf_hil.sh,required addition,Selected reference content incorporated without a branch merge.,5350d099aa662b63cfa59398fef20ecf47155ec4,96db107b975818a62dda65db62f221b4b9e793a5,96db107b975818a62dda65db62f221b4b9e793a5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/graph/Compiler.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,8599d66bc30078399207a02bb200aaeb9c6ec4b5,2bf5ce894048ebbcf113efb8d4ed9019a73d1b11,8599d66bc30078399207a02bb200aaeb9c6ec4b5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/gst/NeatCameraMemoryBridge.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,1782aa8e9e9f32b35f1d27d01c358e3d7bf2c837,a35f829713e668456061a2ef0c52462e48a89f18,1782aa8e9e9f32b35f1d27d01c358e3d7bf2c837
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/Model.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,32a786b5076398d1a6b7afb2a89718691524d329,25138ce5b796978d381c78fcbb1780bc7fda36a3,d31e2e408a57b6ff89d68336f5201ffb990bc13a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/ModelPack.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,ee71f6f10e0076ad030d1d0a7dcd45a3368fbc50,76846b258e233e654d611d7616bd8eeccad56194,00f57d636c902a74cfa07e64982540fee40d50b8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/RoutePlanner.cpp,required addition,Selected reference content incorporated without a branch merge.,804221a6d8f52912e098b7f3059c7c9bb72f3089,0282ee12e6c1fdbaa0633f52124ef1b56deb746d,0282ee12e6c1fdbaa0633f52124ef1b56deb746d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/internal/InputPlanner.h,required addition,Selected reference content incorporated without a branch merge.,cf0c2c5ef792d34b0b13dc464c7001f8665c9434,1143487f22c09c60d65ce07050c628fbf9934139,1143487f22c09c60d65ce07050c628fbf9934139
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/internal/ModelPack.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,cc2834940a8ada971fad7f049575665ec91249cb,4428d8187043db5565db23ee12623b3b1661050b,34c521160aa28668949b77c7d281210d03b6036d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/model/internal/RoutePlanner.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,637627a3bdfbf96033f91fbac992e798c642873f,7d1414be471ea67983ceac0a7f7b8f19e9fb2ec8,4766da96e04045d7aacbd2fa9082c2456053c308
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/groups/VideoSender.cpp,unrelated,Older raw-H265 public API additions and software-encoder changes are excluded; current APIs retained.,bdaae28a1a15e0a8df87a32cadfbc7eadb64645f,dc49a209dd9f116e1472d856eedb526b253630fc,bdaae28a1a15e0a8df87a32cadfbc7eadb64645f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/groups/VideoSenderRawIngress.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,6fc53a88e48a5914454964fcfb5978eea156004d,78e1478e73fce1d8a458cb19044a05d109121336,1023f3698dfaed41e54a4e7b617ee9f155a19f34
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/groups/internal/VideoSenderRawIngress.h,required addition,Selected reference content incorporated without a branch merge.,b4c663989999116ea7940e40509105feb2181324,63a0f95ab3ea3a259230c103ecc03ffda742987d,63a0f95ab3ea3a259230c103ecc03ffda742987d
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/io/CameraInput.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,942dcdca782e24b6067968a4194c9bf7ebea2c82,55ea3dbee97d0ec120b0339944027001b5550e65,942dcdca782e24b6067968a4194c9bf7ebea2c82
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/sima/H264EncodeSima.cpp,unrelated,Older raw-H265 public API additions and software-encoder changes are excluded; current APIs retained.,f39e002cc5612cbc027e5c6d56f14c2813f15311,e4c8521049c3dae779ee765cd98d40249b22c624,f39e002cc5612cbc027e5c6d56f14c2813f15311
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/sima/PCIeSink.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,5c4c078ff0a8be54d15032c8296cefe482520d2f,cbc85c671781a30bbac6174a698357f517a1916c,5c4c078ff0a8be54d15032c8296cefe482520d2f
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/nodes/sima/PCIeSrc.cpp,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,80bfa0bfc540cebd2b705621b052c64e40411580,e15ab2115de91455f33af6a399de963f5e6b0034,80bfa0bfc540cebd2b705621b052c64e40411580
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/graph/Graph.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",a859ce59c4245a589a5d3e2ce811bfc9ede072a7,88a9ff0f341c65e57648bfff3bbe410e40c34ad7,a859ce59c4245a589a5d3e2ce811bfc9ede072a7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/graph/GraphBuildInput.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,f1ad374792a92eeaa730aea613b253303c222dd1,efd1aee290b77bbc209c8db679e5d38f029bb99d,4c5d9d9e540a45e315653106b3e663b0ce1e56e3
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/graph/GraphBuildSource.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",727f9a4a8b74c42b0522cc2d67d4f509f59cac6c,543b1f9f214d6cb590dae4939f77454307a86329,727f9a4a8b74c42b0522cc2d67d4f509f59cac6c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/graph/GraphComposition.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",d45940829a9ae03a9ed7e6287cd2cb4780d77581,de390cdc7b528cbbf8d503b6e1e79a45b617ff31,d45940829a9ae03a9ed7e6287cd2cb4780d77581
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/gst/InputStream.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,e5acb0ed7d5758df26579222e3148d24c438076c,e1d695136f0a0b50ac9583f5f2b802eebf13c06e,3416fea7f2c856cce7f08f884361be13be6e68ef
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/gst/InputStreamPush.cpp,required addition,Selected reference content incorporated without a branch merge.,17d0375d437321e135201ff1f21be77605ebf306,03a20204be7611d5f0064d6d5264db3a9a6cf8a1,03a20204be7611d5f0064d6d5264db3a9a6cf8a1
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/gst/InputStreamUtil.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,87befb70e9f7670a419d1fd7f7bfe36dd6f293ef,ae2dca5638f5e3f4ceee9f02a99cdbd38cc7c787,4e1523ef92f112c607536a81e2cc1ecdaea2880e
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/DecoderAdmissionClient.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,8dfc23bbe04a091b30c7330e6833a742afa4c193,,827268fe8f5e1556baa69684b072a91db30623e2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/DecoderAdmissionClient.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,79b7bbae062a8f79be16ca27c74d46bdd4da4300,,0921861f2ba315c81bbbf69e2117c265c47c219a
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/DmabufEligibility.h,required addition,Selected reference content incorporated without a branch merge.,80667b16b4b17dfe3c227783bcd5bd7f0b8dbcee,4013bfa60d42c2cbf6c6052c502908f29fc8c7f5,4013bfa60d42c2cbf6c6052c502908f29fc8c7f5
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/InputStream.h,required addition,Selected reference content incorporated without a branch merge.,ca7d28b820fbf177ce644a1445df797819f8a8f1,9b26f16151766de6f82063ed5e49433dfc8fba8b,9b26f16151766de6f82063ed5e49433dfc8fba8b
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/InputStreamUtil.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,218538538eb4795678ea43446cc310dac838b55a,1e42f78bd6a3192f19a024c5fa8ee40dc3615dc9,50ae2cb9814d6faebc2df25b4934d2a00a0a46dc
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/MemoryBackendPolicy.cpp,required addition,Selected reference content incorporated without a branch merge.,3b9d802e116f6b9e05f2feeefac33251b2fa2471,,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/MemoryBackendPolicy.h,required addition,Selected reference content incorporated without a branch merge.,0d01e26c5e2e204a01b408fad2314b31387256d8,,
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/SampleUtil.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,2811aaa9bcac2343577dfd283d036ba77974f933,b80a38020f4d2a1f0f109d3360ded01a651c0f86,75b96d231780a28da36cdd08a3d58c8aaaca5f2c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/SimaaiGstCompat.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",475987b6edb9a8d36636db4df8d5813cf2ba75f0,1939dcf122466697694497942afa938b7022ffd3,475987b6edb9a8d36636db4df8d5813cf2ba75f0
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/TensorBufferEnvelope.h,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,6b6fea1de49d097fec0880ff90aaafec7f0fd5a9,43b5a62c27ec255bcd9d74c9cc1d2df537d7c519,cd66c950e25e24ec650fe4b09eeaa9ceccfce5e4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/TensorTransfer.h,required addition,Selected reference content incorporated without a branch merge.,3a473073a61a2f0184a7f990e7ae14155f40482d,85338b62157cda7119ba3e8c2dfe4bacb201c94c,85338b62157cda7119ba3e8c2dfe4bacb201c94c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/internal/sima/static_contract/AfeMpkV2Decoder.cpp,required addition,Selected reference content incorporated without a branch merge.,105b3ef160e02de916b36c6528c6ff98eb51bf36,f5bc89af290e9ac31ba440772db6bf41f4af9cfa,f5bc89af290e9ac31ba440772db6bf41f4af9cfa
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/DecoderAdmission.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,f0b451347a609bf42c63ce438c1f21d4ff56fe78,,646dfa00bf99401554c8c26a93043bd8fdc89f36
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/DecoderAdmission.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",fcfca51e80e4249791cf7c1788ef2104fc6b2ee2,,fcfca51e80e4249791cf7c1788ef2104fc6b2ee2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/ExecutionGraphCompiler.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",de978e4bf1ee2a6496bfa5d37d2c334fa9d32418,fdd043544bd634bae19a83e58413d2fcc471d10b,de978e4bf1ee2a6496bfa5d37d2c334fa9d32418
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/ExecutionGraphPlan.h,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",279b9d0da2b41b256d4e4eec19922a6e82b688d2,c319361e4cd233b080aef2944da8e4093544cff8,279b9d0da2b41b256d4e4eec19922a6e82b688d2
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/Run.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",5c75f0be399ce1c93d16c52ea4b66a19985c86c7,5e085b2036f470d28ae6e4edf1bdd722a7ad0eb5,5c75f0be399ce1c93d16c52ea4b66a19985c86c7
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,src/pipeline/runtime/RunCore.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",356a6af31e0791922e62d663ef7315f4ac1eb2b5,ff7610894039f19f861bffbbe70a452b3a5ec5c4,356a6af31e0791922e62d663ef7315f4ac1eb2b5
